N.º de pedido,Fecha de pedido,Nombre,Apellido,Correo electrónico,Cantidad,Tipo de Entrada,Tipo de pedido,Total pagado,Costos de servicio de Eventbrite,Procesamiento de pagos de Eventbrite,Estado del participante,¿Estudiás o trabajás?,¿Qué carrera y año?,"Contanos en qué organización, área y ciudad trabajás/participás.",¿En tú trabajo haces tareas UX?,Acepto que debo llevar la donación para entrar al taller.,¿Te comprometés a llevar una donación para los niños del Hospital Sor María Ludovica?,¿Porque querés participar del Redux?,Cargo,Empresa,Sitio Web
000001,2017-12-00 00:00:00-00:00,Argento,Pepe,argentopepe@mail.com,1,General,Pedido gratuito,0.00,0.00,0.00,Acreditado,Bla,,Bla,NO,,,,,
000001,2017-12-00 00:00:00-00:00,Argento,Pepe,argentopepe@mail.com,1,General,Pedido gratuito,0.00,0.00,0.00,Acreditado,Bla,,Bla,NO,,,,,
000001,2017-12-00 00:00:00-00:00,Argento,Pepe,argentopepe@mail.com,1,General,Pedido gratuito,0.00,0.00,0.00,Acreditado,Bla,,Bla,NO,,,,,
000001,2017-12-00 00:00:00-00:00,Argento,Pepe,argentopepe@mail.com,1,General,Pedido gratuito,0.00,0.00,0.00,Acreditado,Bla,,Bla,NO,,,,,
000001,2017-12-00 00:00:00-00:00,Argento,Pepe,argentopepe@mail.com,1,General,Pedido gratuito,0.00,0.00,0.00,Acreditado,Bla,,Bla,NO,,,,,
000001,2017-12-00 00:00:00-00:00,Argento,Pepe,argentopepe@mail.com,1,General,Pedido gratuito,0.00,0.00,0.00,Acreditado,Bla,,Bla,NO,,,,,
000001,2017-12-00 00:00:00-00:00,Argento,Pepe,argentopepe@mail.com,1,General,Pedido gratuito,0.00,0.00,0.00,Acreditado,Bla,,Bla,NO,,,,,
000001,2017-12-00 00:00:00-00:00,Argento,Pepe,argentopepe@mail.com,1,General,Pedido gratuito,0.00,0.00,0.00,Acreditado,Bla,,Bla,NO,,,,,
000001,2017-12-00 00:00:00-00:00,Argento,Pepe,argentopepe@mail.com,1,General,Pedido gratuito,0.00,0.00,0.00,Acreditado,Bla,,Bla,NO,,,,,
000001,2017-12-00 00:00:00-00:00,Argento,Pepe,argentopepe@mail.com,1,General,Pedido gratuito,0.00,0.00,0.00,Acreditado,Bla,,Bla,NO,,,,,
000001,2017-12-00 00:00:00-00:00,Argento,Pepe,argentopepe@mail.com,1,General,Pedido gratuito,0.00,0.00,0.00,Acreditado,Bla,,Bla,NO,,,,,
000001,2017-12-00 00:00:00-00:00,Argento,Pepe,argentopepe@mail.com,1,General,Pedido gratuito,0.00,0.00,0.00,Acreditado,Bla,,Bla,NO,,,,,
000001,2017-12-00 00:00:00-00:00,Argento,Pepe,argentopepe@mail.com,1,General,Pedido gratuito,0.00,0.00,0.00,Acreditado,Bla,,Bla,NO,,,,,
000001,2017-12-00 00:00:00-00:00,Argento,Pepe,argentopepe@mail.com,1,General,Pedido gratuito,0.00,0.00,0.00,Acreditado,Bla,,Bla,NO,,,,,
000001,2017-12-00 00:00:00-00:00,Argento,Pepe,argentopepe@mail.com,1,General,Pedido gratuito,0.00,0.00,0.00,Acreditado,Bla,,Bla,NO,,,,,
